resource,name,slug
monsters,giant shark bowl,giant-shark-bowl
monsters,"giant, shire",giant-shire
monsters,giant sloth,giant-sloth
monsters,giant snow beetle,giant-snow-beetle
monsters,giant spider,giant-spider-a5e
monsters,"giant, thursir armorer",giant-thursir-armorer
monsters,"giant, thursir hearth priestess",giant-thursir-hearth-priestess
monsters,giant toad,giant-toad-a5e
monsters,giant vampire bat,giant-vampire-bat
monsters,giant vulture,giant-vulture-a5e
monsters,giant walking stick,giant-walking-stick
monsters,giant wasp,giant-wasp-a5e
monsters,giant water elemental,giant-water-elemental-a5e
monsters,giant water scorpion,giant-water-scorpion
monsters,giant weasel,giant-weasel-a5e
monsters,giant wolf spider,giant-wolf-spider-a5e
monsters,giant ant,giantant-tob1-2023
monsters,giant ant queen,giantantqueen-tob1-2023
monsters,gibbering mouther,gibbering_mouther_bf
monsters,gigantura,gigantura
monsters,gilded devil,gildeddevil-tob1-2023
monsters,glabrezu,glabrezu_bf
monsters,glacial corrupter,glacial-corrupter
monsters,glacial crawler,glacial-crawler
monsters,glacier behemoth,glacier-behemoth
monsters,gladiator,gladiator_bf
monsters,glass golem,glass-golem
monsters,glass gator,glassgator-tob1-2023
monsters,gloomflower,gloomflower
monsters,gnarljak,gnarljak-tob1-2023
monsters,gnoll demonfang,gnoll-demonfang-a5e
monsters,gnoll pack leader,gnoll-pack-leader-a5e
monsters,gnoll slaver,gnoll-slaver
monsters,gnoll,gnoll_bf
monsters,gnoll havoc runner,gnollhavocrunner-tob1-2023
monsters,gnyan,gnyan
monsters,goat-man,goat-man-tob1-2023
monsters,goat,goat_bf
monsters,"goat, giant",goat_giant_bf
monsters,goblin alchemist,goblin-alchemist-a5e
monsters,goblin boss,goblin-boss-a5e
monsters,goblin dreadnought,goblin-dreadnought-a5e
monsters,goblin musketeer,goblin-musketeer-a5e
monsters,goblin shieldbearer,goblin-shieldbearer-a5e
monsters,goblin siege engine,goblin-siege-engine
monsters,goblin skulker,goblin-skulker-a5e
monsters,goblin warlock,goblin-warlock-a5e
monsters,goblin,goblin_bf
monsters,goblin captain,goblin_captain_bf
monsters,godslayer,godslayer
monsters,gold dragon wyrmling,gold_dragon_wyrmling_bf
monsters,"golem, barnyard",golem-barnyard
monsters,"golem, chain",golem-chain
monsters,"golem, ice",golem-ice
monsters,"golem, origami",golem-origami
monsters,"golem, tar",golem-tar
monsters,goliath longlegs,goliath-longlegs
monsters,golmana,golmana_bf
monsters,gorao-ka,gorao-ka
monsters,goreling,goreling
monsters,gorgon,gorgon_bf
monsters,graknork,graknork
monsters,grave behemoth,grave-behemoth
monsters,graveyard dragon,graveyard-dragon
monsters,gray orc,gray-orc
monsters,gray ooze,gray_ooze_bf
monsters,gray thirster,graythirster-tob1-2023
monsters,great gray owl,great-gray-owl
monsters,great mandrake,great-mandrake
monsters,great wyrm black dragon,great-wyrm-black-dragon-a5e
monsters,great wyrm blue dragon,great-wyrm-blue-dragon-a5e
monsters,great wyrm gold dragon,great-wyrm-gold-dragon-a5e
monsters,great wyrm green dragon,great-wyrm-green-dragon-a5e
monsters,great wyrm red dragon,great-wyrm-red-dragon-a5e
monsters,great wyrm white dragon,great-wyrm-white-dragon-a5e
monsters,greater ghast of leng,greater-ghast-of-leng
monsters,greater lunarchidna,greater-lunarchidna
monsters,greater rakshasa,greater-rakshasa
monsters,greater scrag,greater-scrag
monsters,greater sphinx,greater-sphinx-a5e
monsters,greater death butterfly swarm,greaterdeathbutterflyswarm-tob1-2023
monsters,greed swarm,greed-swarm
monsters,green abyss orc,green-abyss-orc
monsters,green knight of the woods,green-knight-of-the-woods
monsters,green dragon wyrmling,green_dragon_wyrmling_bf
monsters,green hag,green_hag_bf
monsters,"gremlin, bilge",gremlin-bilge
monsters,"gremlin, bilge bosun",gremlin-bilge-bosun
monsters,"gremlin, rum story keeper",gremlin-rum-story-keeper
monsters,greyfur,greyfur-tob1-2023
monsters,grick,grick_bf
monsters,griffon,griffon_bf
monsters,grimalkin,grimalkin-a5e
monsters,grim jester,grimjester-tob1-2023
monsters,grimlock technical,grimlock-technical-a5e
monsters,grimlock,grimlock_bf
monsters,grimmlet,grimmlet
monsters,grimmlet swarm,grimmlet-swarm
monsters,grindylow,grindylow
monsters,grivid,grivid
monsters,grolar bear,grolar-bear
monsters,grolar bear alpha,grolar-bear-alpha
monsters,grove bear,grove-bear
monsters,guard squad,guard-squad-a5e
monsters,guard,guard_bf
monsters,guardian,guardian-tob1-2023
monsters,guardian naga,guardian_naga_bf
monsters,gug,gug-tob1-2023
monsters,gugalanna,gugalanna
monsters,gullkin,gullkin
monsters,gullkin hunter,gullkin-hunter
monsters,gulon,gulon
monsters,gulper behemoth,gulper-behemoth
monsters,gumienniki,gumienniki
monsters,gynosphinx,gynosphinx_bf
monsters,gypsosphinx,gypsosphinx-tob1-2023
monsters,haakjir,haakjir
monsters,"hag, brine",hag-brine
monsters,"hag, floe",hag-floe
monsters,"hag, pesta",hag-pesta
monsters,"hag, wood",hag-wood
monsters,hair golem,hair-golem
monsters,haleshi,haleshi
monsters,half-red dragon veteran,half-red-dragon-veteran-a5e
monsters,half-shadow dragon assassin,half-shadow-dragon-assassin-a5e
monsters,hallowed reed,hallowed-reed
monsters,hantu penanggal,hantu-penanggal
monsters,harbinger of wrath,harbinger-of-wrath
monsters,harefolk,harefolk
monsters,"harpy, plague",harpy-plague
monsters,harpy,harpy_bf
monsters,harvest horse,harvest-horse
monsters,haugbui,haugbui-tob1-2023
monsters,haunted giant,haunted-giant
monsters,hawk,hawk_bf
monsters,"hawk, blood",hawk_blood_bf
monsters,heavy cavalry,heavy-cavalry
monsters,hebi-doku,hebi-doku
monsters,heggarna,heggarna
monsters,helashruu,helashruu
monsters,hell hound,hell_hound_bf
monsters,herald of slaughter,herald-of-slaughter
monsters,herald of the void,herald-of-the-void
monsters,herald of blood,heraldofblood-tob1-2023
monsters,herald of darkness,heraldofdarkness-tob1-2023
monsters,herd skulker,herd-skulker
monsters,hezrou,hezrou_bf
monsters,hierophant lich,hierophant-lich
monsters,high elf noble,high-elf-noble-a5e
monsters,high priest,high-priest-a5e
monsters,hill dwarf wrestler,hill-dwarf-wrestler-a5e
monsters,hill giant chief,hill-giant-chief-a5e
monsters,hill giant,hill_giant_bf
monsters,hinderling,hinderling
monsters,hinn,hinn_bf
monsters,hippocampus,hippocampus_bf
monsters,hippogriff,hippogriff_bf
monsters,hippopotamus,hippopotamus
monsters,"hippopotamus, sacred",hippopotamus-sacred
monsters,hirudine stalker,hirudine-stalker
monsters,hivebound,hivebound_bf
monsters,hoard drake,hoard-drake
monsters,hoard golem,hoardgolem-tob1-2023
monsters,hoarfrost drake,hoarfrost-drake
monsters,hobgoblin captain,hobgoblin-captain-a5e
monsters,hobgoblin warlord,hobgoblin-warlord-a5e
monsters,hobgoblin,hobgoblin_bf
monsters,hobgoblin commander,hobgoblin_commander_bf
monsters,hodag,hodag
monsters,holler spider,holler-spider
monsters,holy knight,holy-knight-a5e
monsters,homunculus,homunculus_bf
monsters,hongaek,hongaek
monsters,hooden horse,hooden-horse
monsters,horakh,horakh-tob1-2023
monsters,horde demon,horde-demon-a5e
monsters,horde demon band,horde-demon-band-a5e
monsters,horde of shadows,horde-of-shadows-a5e
monsters,horned serpent,horned-serpent
monsters,horned tauric,horned-tauric-a5e
monsters,horned devil,horned_devil_bf
monsters,"horse, draft",horse_draft_bf
monsters,"horse, riding",horse_riding_bf
monsters,"horse, war",horse_war_bf
monsters,hound guardian,hound-guardian-a5e
monsters,hound of tindalos,hound-of-tindalos
monsters,hound of the night,houndofthenight-tob1-2023
monsters,howler baboon,howler-baboon
monsters,howler of the hill,howler-of-the-hill
monsters,hraesvelgr the corpse swallower,hraesvelgr-the-corpse-swallower
monsters,hraesvelgr,hraesvelgr-tob1-2023
monsters,huecambra,huecambra
monsters,huli jing,huli-jing
monsters,hulking whelp,hulkingwhelp-tob1-2023
monsters,hundun,hundun-tob1-2023
monsters,hunter shark,hunter-shark-a5e
monsters,husk demon,husk_demon_bf
monsters,hvalfiskr,hvalfiskr
monsters,hverhuldra,hverhuldra
monsters,hydra,hydra_bf
monsters,hyena,hyena_bf
monsters,"hyena, giant",hyena_giant_bf
monsters,ia'affrat,iaaffrat
monsters,ia’affrat,iaaffrat-tob1-2023
monsters,ibexian,ibexian
monsters,ice bogie,ice-bogie
monsters,ice elemental,ice-elemental
monsters,ice urchin,ice-urchin
monsters,ice willow,ice-willow
monsters,ice worm,ice-worm-a5e
monsters,ice devil,ice_devil_bf
monsters,ice mephit,ice_mephit_bf
monsters,ice maiden,icemaiden-tob1-2023
monsters,iceworm,iceworm
monsters,ichneumon,ichneumon
monsters,ichor ooze,ichor-ooze
monsters,idolic deity,idolicdeity-tob1-2023
monsters,ijiraq,ijiraq
monsters,ikuchi,ikuchi
monsters,"illhveli, kembingur",illhveli-kembingur
monsters,"illhveli, nauthveli",illhveli-nauthveli
monsters,imp familiar,imp-familiar-a5e
monsters,imp,imp_bf
monsters,imperator,imperator
monsters,"imperator, penguin swarm",imperator-penguin-swarm
monsters,imperial dragon wyrmling,imperial-dragon-wyrmling
monsters,imperial ghoul,imperialghoul-tob1-2023
monsters,imy-ut ushabti,imy-ut-ushabti
monsters,incandescent one,incandescent-one
monsters,incarnate gloom,incarnate-gloom
monsters,incinis,incinis
monsters,infernal centaur,infernal-centaur
monsters,infernal knight,infernal-knight
monsters,infernal swarm,infernal-swarm
monsters,initiate of the elder elementals,initiate-of-the-elder-elementals
monsters,ink guardian,ink-guardian
monsters,ink devil,inkdevil-tob1-2023
monsters,inkling,inkling
monsters,insatiable brood,insatiable_brood_bf
monsters,"insect, giant centipede",insect_giant_centipede_bf
monsters,"insect, giant fire beetle",insect_giant_fire_beetle_bf
monsters,"insect, giant scorpion",insect_giant_scorpion_bf
monsters,"insect, giant wasp",insect_giant_wasp_bf
monsters,"insect, scorpion",insect_scorpion_bf
monsters,"insect, swarm of insects",insect_swarm_of_insects_bf
monsters,intellect devourer,intellect-devourer-a5e
monsters,invisible stalker,invisible_stalker_bf
monsters,ion slime,ion-slime
monsters,irid,irid
monsters,iron guardian,iron-guardian-a5e
monsters,iron sphere,iron-sphere
monsters,iron golem,iron_golem_bf
monsters,iron ghoul,ironghoul-tob1-2023
monsters,isonade,isonade-tob1-2023
monsters,jaanavar jal,jaanavar-jal
monsters,jack of strings,jack-of-strings
monsters,jackal,jackal_bf
monsters,jackalope,jackalope-a5e
monsters,jackalwere,jackalwere-a5e
monsters,jackalwere pack leader,jackalwere-pack-leader-a5e
monsters,jaculus,jaculus-tob1-2023
monsters,j'ba fofi spider,jba-fofi-spider
monsters,j’ba fofi spider,jbafofispider-tob1-2023
monsters,jiangshi,jiangshi
monsters,jinmenju,jinmenju
monsters,jinnborn air pirate,jinnborn-air-pirate
monsters,jotun giant,jotun-giant
monsters,jotun,jotun-tob1-2023
monsters,jubjub bird,jubjub-bird
monsters,juniper sheriff,juniper-sheriff
monsters,junk shaman,junk-shaman
monsters,kachlian,kachlian
monsters,kalke,kalke-tob1-2023
monsters,kallikantzaros,kallikantzaros
monsters,kamaitachi,kamaitachi
monsters,kapi,kapi
monsters,kappa,kappa
monsters,karakura,karakura
monsters,karkadann,karkadann
monsters,kaveph,kaveph
monsters,kech,kech-a5e
monsters,keelbreaker crab,keelbreaker-crab
monsters,keg golem,keg-golem
monsters,kelp drake,kelp-drake
monsters,kelp eel,kelp-eel
monsters,keyhole dragonette,keyhole-dragonette
monsters,kezai,kezai
monsters,khalkos,khalkos-a5e
monsters,khalkos spawn,khalkos-spawn-a5e
monsters,khamaseen,khamaseen
monsters,khargi,khargi
monsters,khodumodumo,khodumodumo
monsters,kikimora,kikimora-tob1-2023
monsters,killer whale,killer-whale-a5e
monsters,king fomor,king-fomor-a5e
monsters,king kobold,king-kobold
monsters,kinnara,kinnara
monsters,kirikari,kirikari
monsters,kishi demon,kishi-demon
monsters,kishi,kishi-tob1-2023
monsters,kitsune,kitsune
monsters,knight ab-errant,knight-ab-errant
monsters,knight captain,knight-captain-a5e
monsters,knight of the road,knight-of-the-road
monsters,knight,knight_bf
monsters,kobold alchemist,kobold-alchemist
monsters,kobold broodguard,kobold-broodguard-a5e
monsters,kobold broodguard dragon servitor,kobold-broodguard-dragon-servitor-a5e
monsters,kobold chieftain,kobold-chieftain
monsters,kobold dragon servitor,kobold-dragon-servitor-a5e
monsters,"kobold, drake rider",kobold-drake-rider
monsters,"kobold, empyrean",kobold-empyrean
monsters,"kobold, ghost hunter",kobold-ghost-hunter
monsters,"kobold, leviathan hunter",kobold-leviathan-hunter
monsters,"kobold, planes hunter",kobold-planes-hunter
monsters,"kobold, sapper",kobold-sapper
monsters,kobold sorcerer,kobold-sorcerer-a5e
monsters,kobold sorcerer dragon servitor,kobold-sorcerer-dragon-servitor-a5e
monsters,kobold spellclerk,kobold-spellclerk
monsters,kobold trapsmith,kobold-trapsmith
monsters,kobold war machine,kobold-war-machine
monsters,kobold,kobold_bf
monsters,kobold swiftblade,kobold_swiftblade_bf
monsters,kobold witch,kobold_witch_bf
monsters,kongamato,kongamato-tob1-2023
monsters,koralk (harvester devil),koralk-harvester-devil
monsters,koralk,koralk-tob1-2023
monsters,korrigan,korrigan
monsters,koschei,koschei
monsters,kot bayun,kotbayun-tob1-2023
monsters,kraken,kraken_bf
monsters,krake spawn,krakespawn-tob1-2023
monsters,kryt,kryt
monsters,külmking,kulmking
monsters,kuunganisha,kuunganisha
monsters,labyrinth keeper,labyrinth-keeper
monsters,lacedon,lacedon-a5e
monsters,lady in white,lady-in-white
monsters,laestrigonian giant,laestrigonian-giant
monsters,lakescourge lotus,lakescourge-lotus
monsters,lake troll,laketroll-tob1-2023
monsters,lamassu,lamassu
monsters,lambent witchfyre,lambent-witchfyre
monsters,lamia,lamia_bf
monsters,lantern beetle,lantern-beetle
monsters,lantern hagfish,lantern_hagfish_bf
monsters,lantern dragonette,lanterndragonette-tob1-2023
monsters,lava keeper,lava-keeper
monsters,lazavik,lazavik
monsters,leashed lesion,leashed-lesion
monsters,leech swarm,leech-swarm
monsters,lemure band,lemure-band-a5e
monsters,lemure,lemure_bf
monsters,lemurfolk greyfur,lemurfolk-greyfur
monsters,lemurfolk,lemurfolk-tob1-2023
monsters,leonino,leonino
monsters,leshy,leshy-tob1-2023
monsters,lesser lunarchidna,lesser-lunarchidna
monsters,lesser scrag,lesser-scrag
monsters,ley wanderer,ley-wanderer
monsters,library automaton,libraryautomaton-tob1-2023
monsters,lich,lich_bf
monsters,lich hound,lichhound-tob1-2023
monsters,life broker,life-broker
monsters,light cavalry,light-cavalry
monsters,light dragon wyrmling,light-dragon-wyrmling
monsters,light drake,light-drake
monsters,light eater,light-eater
monsters,likho,likho-tob1-2023
monsters,liminal drake,liminal-drake
monsters,lindwurm,lindwurm-tob1-2023
monsters,lion,lion_bf
monsters,liosalfar,liosalfar-tob1-2023
monsters,living shade,living-shade
monsters,living soot,living-soot
monsters,living star,living-star
monsters,living colossus,living_colossus_bf
monsters,living wick,livingwick-tob1-2023
monsters,lizard,lizard_bf
monsters,"lizard, giant",lizard_giant_bf
monsters,lizardfolk chosen one,lizardfolk-chosen-one-a5e
monsters,lizardfolk,lizardfolk_bf
monsters,lizardfolk ruler,lizardfolk_ruler_bf
monsters,lizardfolk shaman,lizardfolk_shaman_bf
monsters,lobe lemur,lobe-lemur
monsters,locksmith,locksmith
monsters,lord zombie,lord-zombie
monsters,lord of the hunt,lordofthehunt-tob1-2023
monsters,lorelei,lorelei-tob1-2023
monsters,lost minotaur,lost-minotaur
monsters,lotus golem,lotus-golem
monsters,lou carcolh,lou-carcolh
monsters,loxoda,loxoda-tob1-2023
monsters,luck leech,luck-leech
monsters,lunar devil,lunardevil-tob1-2023
monsters,lunarian,lunarian
monsters,"lycanthrope, werecrocodile",lycanthrope-werecrocodile
monsters,"lycanthrope, wereotter",lycanthrope-wereotter
monsters,lymarien,lymarien
monsters,lymarien swarm,lymarien-swarm
monsters,lystrosaurus,lystrosaurus
monsters,mad piper,mad-piper
monsters,mage apprentice,mage_apprentice_bf
monsters,mage,mage_bf
monsters,magma octopus,magma-octopus
monsters,magma mephit,magma_mephit_bf
monsters,magmin,magmin_bf
monsters,magnetic elemental,magnetic-elemental
monsters,mahoru,mahoru-tob1-2023
monsters,major malleable,major-malleable
monsters,malakbel,malakbel-tob1-2023
monsters,malcubus,malcubus-a5e
monsters,mallqui,mallqui-tob1-2023
monsters,malmbjorn,malmbjorn
monsters,malphas (storm crow),malphas-storm-crow
monsters,malphas,malphas-tob1-2023
monsters,mammoth,mammoth_bf
monsters,mamura,mamura-tob1-2023
monsters,manabane scarab swarm,manabane-scarab-swarm
monsters,manastorm golem,manastorm-golem
monsters,mandrake,mandrake
monsters,mandriano,mandriano
monsters,manggus,manggus
monsters,mangrove treant,mangrove-treant
monsters,manticore,manticore_bf
monsters,map mimic,mapmimic-tob1-2023
monsters,mari lwyd,mari-lwyd
monsters,marid,marid-a5e
monsters,marid noble,marid-noble-a5e
monsters,marilith,marilith_bf
monsters,marsh dire,marsh-dire
monsters,mask wight,maskwight-tob1-2023
monsters,massive malleable,massive-malleable
monsters,master assassin,master-assassin-a5e
monsters,master thief,master-thief-a5e
monsters,master alchemist,master_alchemist_bf
monsters,mastiff,mastiff_bf
monsters,matriarch serpentine lamia,matriarch-serpentine-lamia
monsters,mavka,mavka-tob1-2023
monsters,mbielu,mbielu-tob1-2023
monsters,mead archon,mead-archon
monsters,mechanist,mechanist_bf
monsters,mechuiti,mechuiti-tob1-2023
monsters,medusa queen,medusa-queen-a5e
monsters,medusa,medusa_bf
monsters,meerkat,meerkat
monsters,"meerkats, swarm",meerkats-swarm
monsters,megantereon,megantereon
monsters,megapede,megapede
monsters,mei jiao shou,mei-jiao-shou
monsters,merclops,merclops-a5e
monsters,merfolk knight,merfolk-knight-a5e
monsters,merfolk,merfolk_bf
monsters,merrow mage,merrow-mage-a5e
monsters,merrow,merrow_bf
monsters,mi-go,mi-go-tob1-2023
monsters,midnight sun,midnight-sun
monsters,millitaur,millitaur-tob1-2023
monsters,mimic,mimic_bf
monsters,mindrot thrall,mindrotthrall-tob1-2023
monsters,mindshard,mindshard
monsters,mineral ooze,mineral-ooze
monsters,minor malleable,minor-malleable
monsters,minotaur champion,minotaur-champion-a5e
monsters,"minotaur, ravening",minotaur-ravening
monsters,minotaur,minotaur_bf
monsters,minotaur skeleton,minotaur_skeleton_bf
monsters,minstrel,minstrel-a5e
monsters,mirage monster,mirage-monster-a5e
monsters,mirager,mirager-tob1-2023
monsters,mire fiend,mire_fiend_bf
monsters,miremal,miremal-tob1-2023
monsters,miremuck goblin king,miremuck-goblin-king-a5e
monsters,mirror hag,mirrorhag-tob1-2023
monsters,mithral dragon wyrmling,mithraldragonwyrmling-tob1-2023
monsters,mngwa,mngwa-tob1-2023
monsters,moderate malleable,moderate-malleable
monsters,mold zombie,mold-zombie
monsters,monarch skeleton,monarch-skeleton
monsters,monkey's bane vine,monkey's-bane-vine
monsters,monkey king,monkey-king
monsters,monolith champion,monolithchampion-tob1-2023
monsters,monolith footman,monolithfootman-tob1-2023
monsters,moon drake,moon-drake
monsters,moon nymph,moon-nymph
monsters,moon weaver,moon-weaver
monsters,moonchild naga,moonchild-naga
monsters,moonkite,moonkite
monsters,moonless hunter,moonless-hunter
monsters,moonlit king,moonlitking-tob1-2023
monsters,moonweb,moonweb
monsters,moppet,moppet
monsters,mordant snare,mordantsnare-tob1-2023
monsters,mordovermis,mordovermis_bf
monsters,morko,morko
monsters,morphoi,morphoi-tob1-2023
monsters,mortifera,mortifera
monsters,moss lurker,mosslurker-tob1-2023
monsters,mountain dryad,mountain-dryad
monsters,mountain dwarf defender,mountain-dwarf-defender-a5e
monsters,mountain dwarf lord,mountain-dwarf-lord-a5e
monsters,mountain dwarf soldier,mountain-dwarf-soldier-a5e
monsters,mountain giant,mountain-giant
monsters,mountain nymph,mountain-nymph
monsters,mountain strider,mountain-strider
monsters,mud golem,mud-golem
monsters,mudmutt,mudmutt
monsters,mule,mule_bf
monsters,"mummy, peat",mummy-peat
monsters,mummy,mummy_bf
monsters,mummy lord,mummy_lord_bf
monsters,muraenid,muraenid
monsters,murgrik,murgrik
monsters,murmuring worm,murmuring-worm-a5e
monsters,musk deer,musk-deer
monsters,"musk deer, swarm",musk-deer-swarm
monsters,mycolid commoner,mycolid_commoner_bf
monsters,mycolid spore lord,mycolid_spore_lord_bf
monsters,mydnari,mydnari
monsters,myling,myling-tob1-2023
monsters,myrmex,myrmex
monsters,myrmex speaker,myrmex-speaker
monsters,"myrmex, young",myrmex-young
monsters,mystic,mystic
monsters,mytholabe,mytholabe
monsters,nachzehrer,nachzehrer
monsters,naiad,naiad-a5e
monsters,naina,naina-tob1-2023
monsters,naizu-ha,naizu-ha
monsters,nalfeshnee,nalfeshnee_bf
monsters,nalusa falaya,nalusa-falaya
monsters,nariphon,nariphon
monsters,narshark,narshark
monsters,nautiloid,nautiloid
monsters,necrohydra,necrohydra-tob1-2023
monsters,necromancer,necromancer-a5e
monsters,necrophage ghast,necrophage-ghast
monsters,necrotech bonecage constrictor,necrotech-bonecage-constrictor
monsters,necrotech reaver,necrotech-reaver
monsters,necrotech thunderer,necrotech-thunderer
monsters,necrotic tick,necrotic-tick
monsters,neophron,neophron
monsters,nephirron devil,nephirron-devil
monsters,ngobou,ngobou-tob1-2023
monsters,nharyth,nharyth
monsters,nian,nian
monsters,nichny,nichny-tob1-2023
monsters,night hag,night_hag_bf
monsters,nightgarm,nightgarm-tob1-2023
monsters,nightgaunt,nightgaunt
monsters,nightmare,nightmare_bf
monsters,night scorpion,nightscorpion-tob1-2023
monsters,nihileth,nihileth-tob1-2023
monsters,nihilethic dominator,nihilethicdominator-tob1-2023
monsters,nihilethic zombie,nihilethiczombie-tob1-2023
monsters,nilbog,nilbog-a5e
monsters,ningyo,ningyo
monsters,niya-atha raja,niya-atha-raja
monsters,niya-atha sorcerer,niya-atha-sorcerer
monsters,niya-atha warrior,niya-atha-warrior
monsters,nkosi,nkosi-tob1-2023
monsters,nkosi war ostrich,nkosi-war-ostrich
monsters,nkosi pridelord,nkosipridelord-tob1-2023
monsters,noble,noble_bf
monsters,noctiny,noctiny-tob1-2023
monsters,nodosaurus,nodosaurus
monsters,noth-norren,noth-norren
monsters,npc: apostle,npc:-apostle
monsters,npc: atavist,npc:-atavist
monsters,npc: breathstealer,npc:-breathstealer
monsters,npc: cultist psychophant,npc:-cultist-psychophant
monsters,npc: field commander,npc:-field-commander
monsters,npc: first servant,npc:-first-servant
monsters,npc: fixer,npc:-fixer
monsters,npc: frost-afflicted,npc:-frost-afflicted
monsters,npc: infested duelist,npc:-infested-duelist
monsters,npc: infiltrator,npc:-infiltrator
monsters,npc: merchant captain,npc:-merchant-captain
monsters,npc: warlock of the genie lord,npc:-warlock-of-the-genie-lord
monsters,npc: wind acolyte,npc:-wind-acolyte
monsters,nullicorn,nullicorn
monsters,nyctli,nyctli
monsters,nyctli swarm,nyctli-swarm
monsters,oaken sentinel,oaken-sentinel
monsters,oasis keeper,oasis-keeper
monsters,obeleric,obeleric
monsters,obsidian ophidian,obsidian-ophidian
monsters,ochre jelly,ochre_jelly_bf
monsters,octopus,octopus_bf
monsters,"octopus, giant",octopus_giant_bf
monsters,oculo swarm,oculoswarm-tob1-2023
monsters,offal walker,offal-walker
monsters,"ogre, alleybasher",ogre-alleybasher
monsters,"ogre, black sun",ogre-black-sun
monsters,"ogre chieftain, corrupted",ogre-chieftain-corrupted
monsters,"ogre, cunning artisan",ogre-cunning-artisan
monsters,ogre flesh heap,ogre-flesh-heap-a5e
monsters,"ogre, kadag",ogre-kadag
monsters,ogre mage,ogre-mage-a5e
monsters,"ogre, rainforest",ogre-rainforest
monsters,"ogre, rockchewer",ogre-rockchewer
monsters,"ogre, void blessed",ogre-void-blessed
monsters,ogre,ogre_bf
monsters,ogre zombie,ogre_zombie_bf
monsters,ogrekin,ogrekin-a5e
monsters,ogrepede,ogrepede
monsters,old salt,old-salt
monsters,oliphaunt,oliphaunt
monsters,one-headed clockwork dragon,one-headed-clockwork-dragon
monsters,one-horned ogre,one-horned-ogre
monsters,oni,oni_bf
monsters,onyx magistrate,onyx-magistrate
monsters,oozasis,oozasis-tob1-2023
monsters,"ooze, leavesrot",ooze-leavesrot
monsters,"ooze, manure",ooze-manure
monsters,"ooze, scintillating",ooze-scintillating
monsters,"ooze, shoal",ooze-shoal
monsters,"ooze, sinkhole",ooze-sinkhole
monsters,"ooze, sinoper",ooze-sinoper
monsters,"ooze, snow",ooze-snow
monsters,ophanim,ophanim
monsters,ophidiotaur,ophidiotaur
monsters,ophinix,ophinix
monsters,ophio fungus,ophio-fungus
monsters,orc,orc_bf
monsters,orc warlord,orc_warlord_bf
monsters,orca,orca_bf
monsters,orcish wildling minstrel,orcish-wildling-minstrel-a5e
monsters,ork urk,ork-urk-a5e
monsters,orniraptor,orniraptor
monsters,orobas devil,orobasdevil-tob1-2023
monsters,orphan of the black,orphan-of-the-black
monsters,orthrus,orthrus
monsters,ortifex,ortifex
monsters,ostinato,ostinato-tob1-2023
monsters,oth,oth
monsters,otterfolk,otterfolk
monsters,otyugh,otyugh_bf
monsters,ouroban,ouroban
monsters,ouroboros,ouroboros
monsters,overshadow,overshadow
monsters,owl,owl_bf
monsters,"owl, giant",owl_giant_bf
monsters,owlbear recluse,owlbear-recluse-a5e
monsters,owlbear,owlbear_bf
monsters,owl harpy,owlharpy-tob1-2023
monsters,pact drake,pact-drake
monsters,pact lich,pact-lich
monsters,pact vampire,pactvampire-tob1-2023
monsters,painted phantasm,painted-phantasm
monsters,pal-rai-yuk,pal-rai-yuk
monsters,pale screamer,pale-screamer
monsters,panther,panther_bf
monsters,paper golem,paper-golem
monsters,paper golem swarm,paper-golem-swarm
monsters,paper drake,paperdrake-tob1-2023
monsters,parzz’val,parzzval
monsters,pattern dancer,pattern-dancer
monsters,peat mammoth,peat-mammoth
monsters,pech,pech
monsters,pech lithlord,pech-lithlord
monsters,pech stonemaster,pech-stonemaster
monsters,pegasus,pegasus_bf
monsters,pelagic blush worm,pelagic-blush-worm
monsters,peluda drake,peluda-drake
monsters,peri,peri
monsters,peryton,peryton-a5e
monsters,pescavitus,pescavitus
monsters,pestilence swarm,pestilence-swarm
monsters,phantom,phantom
monsters,phase giant,phase-giant
monsters,phase monster,phase-monster-a5e
monsters,phase spider,phase_spider_bf
monsters,philosopher's ghost,philosophers-ghost
monsters,phoenixborn,phoenixborn
monsters,phoenixborn sorcerer,phoenixborn-sorcerer
monsters,piasa,piasa
monsters,piercer,piercer-a5e
monsters,pillar of the lost magocracy,pillar-of-the-lost-magocracy
monsters,pine doom,pine-doom
monsters,pirate,pirate-a5e
monsters,pirate captain,pirate-captain-a5e
monsters,pishacha,pishacha
monsters,pit fiend general,pit-fiend-general-a5e
monsters,pit fiend,pit_fiend_bf
monsters,pixie,pixie-a5e
monsters,pixie’s umbrella,pixies-umbrella
monsters,pixiu,pixiu
monsters,plague spirit,plague-spirit
monsters,planetar,planetar_bf
monsters,planewatcher,planewatcher-tob1-2023
monsters,plaresh,plaresh
monsters,plesiosaurus,plesiosaurus_bf
monsters,poisonous snake,poisonous-snake-a5e
monsters,polar bear,polar-bear-a5e
monsters,pombero,pombero-tob1-2023
monsters,pony,pony_bf
monsters,porcellina,porcellina
monsters,possessed pillar,possessedpillar-tob1-2023
monsters,preta,preta
monsters,priest,priest_bf
monsters,primal oozer,primal-oozer
monsters,primordial matriarch,primordial-matriarch
monsters,primordial surge,primordial-surge
monsters,prismatic beetle swarm,prismatic-beetle-swarm
monsters,pseudodragon familiar,pseudodragon-familiar-a5e
